Actual,Predicted
1377.550048828125,273.78466796875
1385.1500244140625,607.9546508789062
1385.0999755859375,1156.1668701171875
1388.949951171875,1389.116943359375
1387.0999755859375,1387.018798828125
1387.6500244140625,1378.643798828125
1385.949951171875,1387.0115966796875
1389.5,1393.746826171875
1394.949951171875,1399.8839111328125
1393.0999755859375,1398.93017578125
1391.6500244140625,1396.14794921875
1390.800048828125,1395.2197265625
1390.5,1393.463623046875
1391.5,1393.529052734375
1392.4000244140625,1392.9864501953125
1393.4000244140625,1394.9532470703125
1399.4000244140625,1399.336669921875
1398.550048828125,1398.67138671875
1397.800048828125,1397.529541015625
1395.0,1395.908447265625
1396.75,1395.2060546875
1395.75,1395.3486328125
1392.5999755859375,1393.72802734375
1393.25,1393.1199951171875
1395.5,1395.8194580078125
1393.0,1391.9923095703125
1389.949951171875,1390.4906005859375
1389.0,1389.5509033203125
1389.699951171875,1389.779296875
1390.6500244140625,1390.614013671875
1388.699951171875,1389.4595947265625
1389.0,1389.5975341796875
1388.0,1388.4403076171875
1387.199951171875,1387.7196044921875
1386.8499755859375,1386.9254150390625
1387.3499755859375,1387.54931640625
1384.949951171875,1385.3756103515625
1386.0,1386.452880859375
1383.300048828125,1384.29443359375
1383.8499755859375,1384.11767578125
1384.4000244140625,1384.5133056640625
1384.0999755859375,1384.8671875
1385.449951171875,1385.681640625
1385.5,1385.7037353515625
1383.300048828125,1383.06396484375
1383.0,1382.7857666015625
1381.5,1381.6307373046875
1382.4000244140625,1382.6390380859375
1383.5999755859375,1384.328125
1386.0,1384.8179931640625
1386.050048828125,1385.307861328125
1387.800048828125,1389.4130859375
1385.449951171875,1385.7613525390625
1382.5999755859375,1383.0986328125
1382.699951171875,1382.39208984375
1380.5,1381.0933837890625
1377.5,1378.161376953125
1375.5,1376.126708984375
1377.300048828125,1377.560546875
1377.550048828125,1377.872314453125
1375.9000244140625,1375.59619140625
1374.300048828125,1374.556884765625
1375.9000244140625,1376.9052734375
1377.6500244140625,1376.6734619140625
1381.0999755859375,1381.2623291015625
1378.550048828125,1379.497314453125
1379.5999755859375,1379.9530029296875
1382.6500244140625,1381.849365234375
1384.75,1384.37158203125
1385.6500244140625,1385.819580078125
1388.4000244140625,1387.6591796875
1384.0999755859375,1384.5009765625
1382.6500244140625,1383.315673828125
1382.5,1382.07275390625
1383.8499755859375,1383.632080078125
1389.199951171875,1389.4605712890625
